,Model Name,Price,Discount,Avg Rating,Rating Count,Review Count,Memory Details,Screen Dimention,Lens Detail,Battery Capacity,Processor,Warranty
1477,"Google Pixel (Very Silver, 128 GB)",41980.0,,4.4,"4,399 Ratings ", 935 Reviews,4 GB RAM | 128 GB ROM |,12.7 cm (5 inch) Full HD Display,12.3MP Rear Camera | 8MP Front Camera,2770 mAh Battery,Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor,Brand Warranty of 1 Year
1478,"Google Pixel (Very Silver, 32 GB)",42900.0,,4.4,"4,399 Ratings ", 935 Reviews,4 GB RAM | 32 GB ROM |,12.7 cm (5 inch) Full HD Display,12.3MP Rear Camera | 8MP Front Camera,2770 mAh Battery,Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor,Brand Warranty of 1 Year
1479,"Panasonic Eluga Turbo (Marine Blue, 32 GB)",11000.0,,3.7,"6,486 Ratings "," 1,330 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2350 mAh Battery,0,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1480,"Google Pixel XL (Quite Black, 128 GB)",41000.0,40% off,4.5,"1,275 Ratings ", 282 Reviews,4 GB RAM | 128 GB ROM |,13.97 cm (5.5 inch) Quad HD Display,12.3MP Rear Camera | 8MP Front Camera,3450 mAh Battery,Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor,Brand Warranty of 1 Year
1481,"Google Pixel (Quite Black, 128 GB)",48000.0,,4.4,"4,399 Ratings ", 935 Reviews,4 GB RAM | 128 GB ROM |,12.7 cm (5 inch) Full HD Display,12.3MP Rear Camera | 8MP Front Camera,2770 mAh Battery,Qualcomm Snapdragon 821 64-bit Processor,Brand Warranty of 1 Year
1482,"Google Pixel (Quite Black, 32 GB)",57000.0,,4.4,"4,399 Ratings ", 935 Reviews,4 GB RAM | 32 GB ROM |,12.7 cm (5 inch) Full HD Display,12.3MP Rear Camera | 8MP Front Camera,2770 mAh Battery,Qualcomm Snapdragon 821 64-bit Quad Core 2.15GHz Processor,Brand Warranty of 1 Year
1483,"LG Stylus 2 Plus (Titan, 16 GB)",11990.0,,4.1,165 Ratings , 56 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 200 GB,14.48 cm (5.7 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon Processor,1 Year LG India Warranty
1484,"Apple iPhone 7 Plus (Gold, 128 GB)",42900.0,,4.5,"20,999 Ratings "," 2,323 Reviews",128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1485,"Apple iPhone 7 Plus (Silver, 256 GB)",61900.0,32% off,4.5,"20,999 Ratings "," 2,323 Reviews",256 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1486,"Apple iPhone 7 (Black, 128 GB)",34900.0,,4.5,"77,624 Ratings "," 8,112 Reviews",128 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1487,"Apple iPhone 7 Plus (Silver, 128 GB)",42900.0,,4.5,"20,999 Ratings "," 2,323 Reviews",128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1488,"Apple iPhone 7 Plus (Black, 32 GB)",32999.0,12% off,4.5,"20,999 Ratings "," 2,323 Reviews",32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1489,"Apple iPhone 7 Plus (Rose Gold, 32 GB)",32999.0,12% off,4.5,"20,999 Ratings "," 2,323 Reviews",32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1490,"Apple iPhone 7 Plus (Rose Gold, 128 GB)",42900.0,,4.5,"20,999 Ratings "," 2,323 Reviews",128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1491,"Apple iPhone 7 Plus (Jet Black, 128 GB)",42900.0,,4.5,"20,999 Ratings "," 2,323 Reviews",128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1492,"Apple iPhone 7 Plus (Silver, 32 GB)",32999.0,12% off,4.5,"20,999 Ratings "," 2,323 Reviews",32 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1493,"Samsung Galaxy On Nxt (Gold, 32 GB)",15900.0,,4.3,"3,58,882 Ratings "," 55,476 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year
1494,"Apple iPhone 7 Plus (Rose Gold, 256 GB)",73999.0,13% off,4.5,"20,999 Ratings "," 2,323 Reviews",256 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1495,"Apple iPhone 7 (Jet Black, 256 GB)",63999.0,13% off,4.5,"77,624 Ratings "," 8,112 Reviews",256 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1496,"Apple iPhone 7 Plus (Jet Black, 256 GB)",73999.0,13% off,4.5,"20,999 Ratings "," 2,323 Reviews",256 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1497,"Apple iPhone 7 (Rose Gold, 128 GB)",34900.0,,4.5,"77,624 Ratings "," 8,112 Reviews",128 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1498,"Apple iPhone 7 (Silver, 256 GB)",63999.0,13% off,4.5,"77,624 Ratings "," 8,112 Reviews",256 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1499,"Apple iPhone 7 (Gold, 128 GB)",34900.0,,4.5,"77,624 Ratings "," 8,112 Reviews",128 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1500,"Apple iPhone 7 (Silver, 128 GB)",34900.0,,4.5,"77,624 Ratings "," 8,112 Reviews",128 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1501,"Apple iPhone 7 Plus (Black, 256 GB)",73999.0,13% off,4.5,"20,999 Ratings "," 2,323 Reviews",256 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1502,"Apple iPhone 7 (Jet Black, 128 GB)",34900.0,,4.5,"77,624 Ratings "," 8,112 Reviews",128 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1503,"Apple iPhone 7 (Black, 256 GB)",63999.0,13% off,4.5,"77,624 Ratings "," 8,112 Reviews",256 GB ROM |,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1504,"Apple iPhone 7 Plus (Black, 128 GB)",42900.0,,4.5,"20,999 Ratings "," 2,323 Reviews",128 GB ROM |,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year
1505,"Samsung Galaxy On Nxt (Black, 32 GB)",15900.0,,4.3,"3,58,882 Ratings "," 55,476 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-Ion Battery,Exynos 7870 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year
1506,"Samsung Galaxy A9 Pro (Black, 32 GB)",22900.0,,4.3,"3,397 Ratings ", 801 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Li-Ion Battery,Qualcomm Snapdragon 652 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1507,"Samsung Galaxy A9 Pro (Gold, 32 GB)",19980.0,,4.3,"3,397 Ratings ", 801 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Li-Ion Battery,Qualcomm Snapdragon 652 Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1508,"Yu Yureka S (Graphite Grey, 16 GB)",10199.0,,3.6,869 Ratings , 211 Reviews,3 GB RAM | 16 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Polymer Battery,qualcomm Snapdragon 615 Octa Core 1.7GHz Processor,1 Year Manufacturer Warranty
1509,"Moto Z with Style Mod (White, 64 GB)",39999.0,,4.0,"2,678 Ratings ", 720 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Quad HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Qualcomm Snapdragon 820 Quad Core 1.8GHz Processor,Brand Warranty of 1 Year
1510,"Moto Z with Style Mod (Black, 64 GB)",39999.0,,4.0,"2,678 Ratings ", 720 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Quad HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Battery,Qualcomm Snapdragon 820 Quad Core 1.8GHz Processor,Brand Warranty of 1 Year
1511,"Moto Z Play with Style Mod (Black, 32 GB)",11220.0,58% off,4.4,"26,552 Ratings "," 6,758 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,3510 mAh Battery,Qualcomm Snapdragon 625 Octa Core 2GHz Processor,Brand Warranty of 1 Year
1512,"Moto Z Play with Style Mod (White, 32 GB)",12000.0,51% off,4.4,"26,552 Ratings "," 6,758 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,3510 mAh Battery,Qualcomm Snapdragon 625 Octa Core 2GHz Processor,Brand Warranty of 1 Year
1513,"Mi Max (Dark Grey, 32 GB)",14999.0,,4.3,"18,649 Ratings "," 4,145 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.36 cm (6.44 inch) Full HD Display,16MP Rear Camera | 5MP Front Camera,4850 mAh Li-Polymer Battery,Qualcomm Snapdragon 650 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1514,"LYF Water 11 (Gold, 16 GB)",10000.0,,3.7,"1,635 Ratings ", 342 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2100 mAh Battery,0 0 Quad Core 1.3GHz Processor,1 Year Manufacturer Warranty
1515,"Lenovo Vibe P1 Turbo (Silver, 32 GB)",10375.0,,3.7,"2,044 Ratings ", 470 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4900 mAh Li-Polymer Battery,Qualcomm Snapdragon 616 Octa Core 1.6GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1516,"Samsung Galaxy A9 Pro (White, 32 GB)",19999.0,,4.3,"3,397 Ratings ", 801 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Li-Ion Battery,Qualcomm Snapdragon 652 Octa Core 1.8GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1517,"Samsung Galaxy J7 Prime (Gold, 16 GB)",10200.0,42% off,4.2,"19,208 Ratings "," 3,340 Reviews",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Battery,Exynos 7870 Octa Core 1.6GHz Processor,1 Year Manufacturer Warranty
1518,"Gionee S6S (Mocha Gold, 32 GB)",10190.0,,3.9,"1,940 Ratings ", 477 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3150 mAh Battery,Cortex-A53 Processor,1 year manufacturing warranty
1519,"LYF Water 8 (Black, 16 GB)",10999.0,,3.7,"1,674 Ratings ", 389 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1520,Honor 8,13699.0,,4.4,"2,839 Ratings ", 703 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,0
1521,"Lenovo Vibe P1 Turbo (Grey, 32 GB)",10196.0,,3.7,"2,044 Ratings ", 470 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,4900 mAh Li-Polymer Battery,Qualcomm Snapdragon 616 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1522,"OPPO F1S (Gold, 32 GB)",11449.0,4% off,4.2,"3,344 Ratings ", 950 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 16MP Front Camera,3075 mAh Battery,EOL Processor,1 Year Manufacturer Warranty
1523,"Samsung Galaxy Note 5 (Dual Sim) (Black Sapphire, 32 GB)",40900.0,,4.1,135 Ratings , 33 Reviews,4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Exynos 7420 64-bit Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1524,"Asus Zenfone 3 (Black, 32 GB)",21999.0,,4.3,"5,230 Ratings "," 1,370 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,2650 mAh Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2.0GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1525,"Asus Zenfone 3 (White, 32 GB)",21999.0,,4.3,"5,230 Ratings "," 1,370 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,2650 mAh Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2.0GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1526,"Asus Zenfone 3 (Black, 64 GB)",28999.0,,4.3,"2,151 Ratings ", 589 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 625 64-bit Octa Core 2.0GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1527,"Vivo V3 (Rose Gold, 32 GB)",13999.0,,4.1,"2,110 Ratings ", 553 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2550 mAh Li-Ion Battery,Qualcomm Snapdragon 616 Octa-core 1.5GHz Processor,
1528,"Vivo V3 (Gold, 32 GB)",14199.0,,4.1,"2,110 Ratings ", 553 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 128,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2550 mAh Li-Ion Battery,Qualcomm Snapdragon 616 Octa-core 1.5GHz Processor,
1529,"Samsung Galaxy J2 - 2016 (Silver, 8 GB)",10200.0,,4.0,"3,316 Ratings ", 662 Reviews,1.5 GB RAM | 8 GB ROM | Expandable Upto 128,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,0 Quad Core Quad Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1530,"Samsung Galaxy Note 5 (Dual Sim) (Silver Titanium, 32 GB)",46300.0,,4.1,135 Ratings , 33 Reviews,4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Exynos 7420 64-bit Octa Core 2.1GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1531,"Samsung Galaxy J2 - 2016 (Black, 8 GB)",10200.0,,4.0,"3,316 Ratings ", 662 Reviews,1.5 GB RAM | 8 GB ROM | Expandable Upto 128,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,0 Quad Core Quad Core 1.5GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1532,"HTC One M9+ (Gunmetal Grey, 16 GB)",19499.0,,3.9,84 Ratings , 26 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Display,13MP Rear Camera,2840 mAh Battery,MediaTek helio Processor,1 Year Manufacturer Warranty
1533,"HTC Desire 728 (White & Gold, 32 GB)",15750.0,,3.5,418 Ratings , 98 Reviews,3 GB RAM | 32 GB ROM |,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2800 mAh Battery,0,1 Year Manufacturer Warranty
1534,"Samsung Galaxy J2 - 2016 (Gold, 8 GB)",10000.0,,4.0,"3,316 Ratings ", 662 Reviews,1.5 GB RAM | 8 GB ROM | Expandable Upto 128,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2600 mAh Li-Ion Battery,NA Quad Core Quad Core 1.5GHz Processor,
1535,"InFocus M808i (4G VoLTE) (Mysterious Silver, 16 GB)",12522.0,,3.5,155 Ratings , 34 Reviews,2 GB RAM | 16 GB ROM |,13.21 cm (5.2 inch) Display,13MP Rear Camera,2450 mAh Battery,0 0 Octa Core 1.3GHz Processor,1 Year Manufacturer Warranty
1536,"Lenovo Vibe K5 Note (Gold, 32 GB)",12499.0,,4.1,"2,69,166 Ratings "," 52,840 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1537,"Lenovo Vibe K5 Note (Grey, 32 GB)",12499.0,,4.1,"2,69,166 Ratings "," 52,840 Reviews",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1538,"Sony Xperia XA Ultra Dual (White, 16 GB)",24999.0,,4.0,"1,585 Ratings ", 471 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 200 GB,15.24 cm (6 inch) Full HD Display,21.5MP Rear Camera | 16MP Front Camera,2700 mAh Li-Ion Battery,MediaTek MT6755 64-bit Octa Core 2GHz Processor,Brand Warranty of 1 Year
1539,"Sony Xperia XA Ultra Dual (Graphite Black, 16 GB)",24990.0,,4.0,"1,585 Ratings ", 471 Reviews,3 GB RAM | 16 GB ROM | Expandable Upto 200 GB,15.24 cm (6 inch) Full HD Display,21.5MP Rear Camera | 16MP Front Camera,2700 mAh Li-Ion Battery,Mediatek MT6755 64-bit Octa Core 2GHz Processor,Brand Warranty of 1 Year
1540,"Samsung Galaxy Note 5 (Dual Sim) (Gold Platinum, 32 GB)",36899.0,,4.1,135 Ratings , 33 Reviews,4 GB RAM | 32 GB ROM |,14.48 cm (5.7 inch) Quad HD Display,16MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Exynos Exynos 7420 64-bit Octa Core 2.1GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1541,"HTC Desire 825 (Sprinkle White, 16 GB)",11499.0,,4.0,77 Ratings , 14 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2700 mAh Li-Polymer Battery,MSM8928-AC Processor,Brand Warranty of 1 Year
1542,"HTC Desire 825 (Golden Graphite, 16 GB)",13599.0,,4.0,77 Ratings , 14 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2700 mAh Li-Polymer Battery,MSM8928-AC Processor,Brand Warranty of 1 Year
1543,"HTC One X9 (Carbon Grey, 32 GB)",21990.0,,3.8,292 Ratings , 79 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,MediaTek Helio X10 64-bit Octa Core 2.2GHz Processor,Brand Warranty of 1 Year
1544,"HTC One X9 (Topaz Gold, 32 GB)",21990.0,,3.8,292 Ratings , 79 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Ion Battery,MediaTek Helio X10 64-bit Processor,Brand Warranty of 1 Year
1545,"HTC Desire 630 (Golden Graphite, 16 GB)",14990.0,,3.8,290 Ratings , 67 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2200 mAh Li-Ion Battery,Quad Core Processor MSM8928-AC Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1546,"HTC Desire 630 (Sprinkle White, 16 GB)",11999.0,,3.8,290 Ratings , 67 Reviews,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 5MP Front Camera,2200 mAh Li-Ion Battery,Quad Core Processor MSM8928-AC Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
1547,"Nextbit Robin (Ember, 32 GB)",19999.0,,4.0,"2,022 Ratings ", 517 Reviews,3 GB RAM | 32 GB ROM |,13.21 cm (5.2 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2680 mAh Li-Ion Battery,Qualcomm Snapdragon 808 MSM8992 Processor,Brand Warranty of 1 Year
1548,"HTC 10 (carbon gray, 32 GB)",41999.0,,4.2,144 Ratings , 47 Reviews,4 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 820 64-bit Processor,Brand Warranty of 1 Year
1549,"Sony Xperia XA Dual (Graphite Black, 16 GB)",11990.0,,3.8,"4,147 Ratings "," 1,054 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2300 mAh Li-Ion Battery,MediaTek Helio P10 64-bit Octa Core 2GHz Processor,Brand Warranty of 1 Year
1550,"Sony Xperia XA Dual (Lime Gold, 16 GB)",11990.0,,3.8,"4,147 Ratings "," 1,054 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2300 mAh Li-Ion Battery,Mediatek MediaTek Helio P10 64-bit Octa Core 2GHz Processor,Brand Warranty of 1 Year
1551,"Sony Xperia XA Dual (White, 16 GB)",11990.0,,3.8,"4,147 Ratings "," 1,054 Reviews",2 GB RAM | 16 GB ROM | Expandable Upto 200 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 8MP Front Camera,2300 mAh Li-Ion Battery,MediaTek Helio P10 64-bit Octa Core 2GHz Processor,Brand Warranty of 1 Year
1552,"Lenovo Vibe K5 Note (Gold, 32 GB)",10999.0,,4.1,"1,27,641 Ratings "," 24,605 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1553,"Lenovo Vibe K5 Note (Silver, 32 GB)",10999.0,,4.1,"1,27,641 Ratings "," 24,605 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
1554,"Lenovo Vibe K5 Note (Grey, 32 GB)",10999.0,,4.1,"1,27,641 Ratings "," 24,605 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3500 mAh Li-Ion Polymer Battery,Mediatek Helio P10 64-bit Octa Core 1.8GHz Processor,Brand Warranty of 1 Year
